,longevity,number_of_sprays,temp_avg,hum_avg,dew_point_avg,uv_index_avg,temp_feels_like_avg,atm_pressure_avg,clouds_avg,visibility_avg,wind_speed_avg,rain_avg,snow_avg,sweat,height,weight,brand_id,age,apply_time_year,apply_time_month,apply_time_day,apply_time_hour,apply_time_minute,weather_main_Clear,weather_main_Rain,gender_Female,gender_Male,profession_Doctor,profession_Footballer,skin_type_Normal,skin_type_Very Oily,season_Summer,season_Winter,fp_country_Pakistan,fragrance_Bright Crystal,fragrance_Parfums Prestige Paris 1965,fragrance_gender_Female,fragrance_gender_Male,fragrance_type_Eau de Toilette,brand_Brut,brand_Versace,brand_tier_High-End,brand_tier_Low-End,bo_location_country_France,bo_location_country_Italy,apply_time_weekday_name_Thursday,fp_id_12,fp_id_13
11,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
12,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
13,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
14,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
15,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
16,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
17,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
18,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
19,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
20,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
21,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
22,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
23,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
24,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
25,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
26,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
27,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
28,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
29,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
30,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
31,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
32,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
33,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
34,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
35,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
36,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
37,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
38,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
39,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
40,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
41,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
42,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
43,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
44,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
45,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
46,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
47,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
48,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
49,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
50,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
51,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
52,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
53,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
54,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
55,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
56,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
57,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
58,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
59,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
60,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
61,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
62,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
63,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
64,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
65,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
66,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
67,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
68,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
69,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
70,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
71,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
72,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
73,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
74,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
75,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
76,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
77,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
78,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
79,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
80,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
81,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
82,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
83,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
84,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
85,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
86,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
87,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
88,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
89,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
90,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
91,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
92,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
93,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
94,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
95,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
96,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
97,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
98,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
99,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
100,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
101,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
102,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
103,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
104,270,16,74.99,22.5,32.45,6.4,69.75,1014.62,42.25,60000,3.44,0.0,0,55,62,55,6,3.847613002998771,2021,3,4,7,30,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
